Nome,Sexo,Idade,Profissao,Salario,EC
Mariana,M,,Gerente,9493.84,Viúvo
Vanessa,M,,Gerente,21699.97,Divorciado
Marcia,F,,Programador,12086.01,Divorciado
Luiz,F,24.0,Engenheiro,,Divorciado
Patricia,F,,Diretor (CTO),17267.33,Divorciado
Rodrigo,F,38.0,Dentista,,Solteiro
Felipe,M,30.0,Médico,,Casado
Gabriela,M,,Diretor Executivo (CEO),14725.84,Divorciado
Daniel,M,,Dentista,17706.02,Solteiro
Francisco,M,,Diretor (CTO),21590.69,Casado
Bruno,F,29.0,Piloto,,Solteiro
Rodrigo,F,,Cientista de Dados,4280.25,Solteiro
Gabriela,M,52.0,Advogado,,Solteiro
Rafael,F,52.0,Farmacêutico,,Viúvo
Juliana,F,,Gerente de Vendas,9984.65,Solteiro
Thiago,F,,Piloto,8547.14,Divorciado
Ana Paula,F,24.0,Analista de Sistemas,,Casado
Beatriz,F,,Consultor,3616.1,Divorciado
Rafael,F,,Gerente,22456.33,Viúvo
Adriana,M,45.0,Farmacêutico,,Casado
Raquel,F,,Diretor (CTO),4299.0,Divorciado
Diego,M,,Gerente,4011.7,Solteiro
Matheus,F,57.0,Gerente,,Solteiro
Beatriz,M,40.0,Engenheiro de Petróleo,,Viúvo
Ana Paula,F,19.0,Farmacêutico,,Casado
Aline,M,25.0,Arquiteto,,Casado
Diego,M,35.0,Gerente,,Viúvo
Maria,F,60.0,Gerente de Vendas,,Casado
Carla,M,63.0,Advogado,,Solteiro
Vanessa,M,,Dentista,5047.6,Viúvo
Bruno,M,,Engenheiro de Petróleo,5375.35,Viúvo
Matheus,M,37.0,Cientista de Dados,,Solteiro
Anderson,M,,Diretor (CTO),21309.98,Viúvo
Daniel,M,,Engenheiro,11299.84,Viúvo
Mariana,M,20.0,Gerente de Vendas,,Viúvo
João,F,,Piloto,22833.56,Divorciado
Marcelo,F,,Consultor,14969.52,Viúvo
Larissa,M,40.0,Analista de Sistemas,,Casado
Luciana,M,45.0,Gerente,,Divorciado
Francisco,F,23.0,Veterinário,,Divorciado
Luana,F,,Gerente,22548.78,Casado
Beatriz,F,32.0,Farmacêutico,,Divorciado
Guilherme,F,51.0,Gerente,,Solteiro
Adriana,F,,Analista de Sistemas,20475.63,Casado
Guilherme,F,,Médico,5381.68,Solteiro
Aline,M,49.0,Veterinário,,Divorciado
Marcia,M,27.0,Engenheiro de Petróleo,,Casado
Daniel,M,22.0,Gerente,,Divorciado
Diego,F,,Diretor Executivo (CEO),20380.76,Casado
José,F,63.0,Piloto,,Solteiro
Raquel,M,42.0,Gerente de TI,,Solteiro
Adriana,F,,Médico,7290.55,Solteiro
Felipe,M,20.0,Engenheiro,,Casado
Marcia,M,58.0,Engenheiro de Petróleo,,Solteiro
Joao,F,39.0,Diretor Executivo (CEO),,Viúvo
Maria,F,,Gerente,18661.22,Casado
Thiago,F,,Cientista de Dados,17413.84,Divorciado
Rodrigo,F,36.0,Advogado,,Casado
Luiz,F,31.0,Programador,,Solteiro
Leonardo,M,,Arquiteto,12396.58,Divorciado
Luana,F,,Programador,11931.33,Divorciado
Gustavo,F,,Piloto,17130.1,Casado
Paulo,M,,Advogado,16111.35,Casado
Antonio,F,,Gerente,4566.7,Solteiro
Fabiana,M,,Cientista de Dados,12208.58,Casado
Fernando,M,36.0,Advogado,,Viúvo
Luciana,M,,Analista de Sistemas,13385.86,Divorciado
Fernanda,F,,Cientista de Dados,10636.71,Solteiro
Mariana,F,,Engenheiro de Petróleo,19168.28,Divorciado
Fabiana,M,30.0,Farmacêutico,,Divorciado
Carla,M,,Gerente,21180.48,Casado
Eliane,M,,Médico,7755.95,Viúvo
Luiz,F,39.0,Gerente de TI,,Viúvo
Raquel,M,,Gerente de TI,16280.31,Solteiro
Gabriela,F,59.0,Gerente de TI,,Divorciado
Pedro,F,,Médico,19503.84,Viúvo
Gabriel,F,19.0,Dentista,,Solteiro
Bruno,M,63.0,Gerente,,Viúvo
Gabriela,M,,Gerente de TI,18610.96,Casado
Diego,F,,Piloto,22804.54,Viúvo
Bruna,M,,Médico,6946.11,Divorciado
Gustavo,F,35.0,Gerente,,Casado
Francisco,F,,Analista de Sistemas,10915.09,Casado
Vanessa,F,59.0,Cientista de Dados,,Casado
Mariana,F,55.0,Consultor,,Solteiro
Rafael,F,,Diretor (CTO),8765.66,Casado
Marcia,M,59.0,Veterinário,,Casado
Francisca,M,,Dentista,20181.67,Casado
Thiago,M,,Engenheiro,18768.56,Casado
Luiz,F,39.0,Gerente de Vendas,,Casado
Patricia,M,45.0,Diretor Executivo (CEO),,Viúvo
Daniel,M,,Arquiteto,12177.0,Casado
Carla,M,27.0,Consultor,,Casado
Claudia,M,52.0,Consultor,,Solteiro
Felipe,M,54.0,Gerente de Vendas,,Viúvo
Rodrigo,F,57.0,Piloto,,Viúvo
João,F,,Consultor,14051.28,Viúvo
Amanda,F,58.0,Gerente,,Casado
Ricardo,M,19.0,Gerente,,Casado
Diego,F,48.0,Dentista,,Casado
Ana Paula,M,22.0,Consultor,,Divorciado
Jose,M,,Veterinário,4224.98,Viúvo
Patricia,M,59.0,Gerente,,Viúvo
Jose,F,,Engenheiro,15287.67,Solteiro
Luana,M,,Engenheiro,20517.34,Solteiro
Jose,F,21.0,Gerente,,Viúvo
Rodrigo,F,,Gerente,5974.74,Solteiro
Renata,F,,Gerente,6784.85,Solteiro
Fatima,F,53.0,Programador,,Solteiro
Carlos,F,60.0,Diretor (CTO),,Divorciado
Camila,F,,Dentista,18487.48,Viúvo
Amanda,M,,Dentista,10522.91,Divorciado
Patricia,F,55.0,Gerente,,Viúvo
Gustavo,M,,Consultor,5210.94,Divorciado
Joao,M,33.0,Gerente,,Solteiro
Fernando,M,58.0,Médico,,Viúvo
Luciana,M,45.0,Analista de Sistemas,,Casado
Lucas,M,,Consultor,16092.52,Viúvo
Gabriela,M,,Veterinário,15547.54,Divorciado
Francisco,M,,Analista de Sistemas,19784.91,Solteiro
Amanda,M,39.0,Gerente de Vendas,,Casado
Francisco,F,63.0,Gerente,,Divorciado
Anderson,M,,Engenheiro,17147.09,Divorciado
Mariana,F,,Arquiteto,14760.21,Divorciado
Joao,M,44.0,Arquiteto,,Casado
Patricia,F,,Gerente de TI,21864.32,Viúvo
Anderson,F,,Médico,11534.55,Casado
Camila,M,,Piloto,5254.27,Solteiro
Luciana,M,52.0,Arquiteto,,Viúvo
Francisco,F,,Diretor Executivo (CEO),12073.22,Solteiro
João,M,,Diretor Executivo (CEO),8295.13,Solteiro
Leandro,F,,Programador,13479.17,Solteiro
Paula,M,36.0,Cientista de Dados,,Divorciado
Francisco,F,37.0,Médico,,Solteiro
Leandro,M,50.0,Diretor (CTO),,Divorciado
Felipe,F,,Médico,17107.32,Solteiro
Gustavo,F,,Advogado,21013.13,Viúvo
Luiz,M,43.0,Cientista de Dados,,Casado
Luciana,M,,Farmacêutico,16878.22,Divorciado
Renata,M,,Médico,18391.79,Divorciado
Matheus,M,48.0,Gerente de Vendas,,Viúvo
Matheus,F,42.0,Analista de Sistemas,,Viúvo
Gustavo,M,52.0,Gerente de TI,,Solteiro
Bruno,M,25.0,Gerente,,Viúvo
Aline,M,,Diretor Executivo (CEO),18390.29,Viúvo
Guilherme,F,54.0,Gerente,,Viúvo
Rafael,F,35.0,Programador,,Casado
Gustavo,F,20.0,Veterinário,,Casado
Claudia,M,,Diretor (CTO),17891.14,Viúvo
Gustavo,F,29.0,Diretor (CTO),,Divorciado
Luciana,M,,Veterinário,7057.5,Divorciado
Luiz,F,21.0,Programador,,Casado
Juliana,F,,Analista de Sistemas,19865.71,Casado
Vanessa,M,,Gerente de Vendas,5242.33,Casado
Jessica,M,33.0,Diretor Executivo (CEO),,Solteiro
Sandra,F,48.0,Dentista,,Casado
Rodrigo,F,,Arquiteto,20778.46,Divorciado
Eduardo,F,19.0,Analista de Sistemas,,Divorciado
Gabriela,F,28.0,Engenheiro de Petróleo,,Solteiro
Maria,M,18.0,Consultor,,Viúvo
Paula,M,,Programador,3333.87,Solteiro
Diego,F,,Arquiteto,13182.93,Divorciado
Fernanda,M,58.0,Arquiteto,,Solteiro
Eliane,M,,Gerente,18509.41,Divorciado
Fatima,F,27.0,Programador,,Solteiro
Paulo,M,38.0,Engenheiro,,Solteiro
Vanessa,M,61.0,Diretor (CTO),,Solteiro
Lucas,F,46.0,Veterinário,,Solteiro
Fatima,M,,Engenheiro de Petróleo,21430.73,Divorciado
Carlos,M,,Gerente,16504.54,Casado
José,F,30.0,Farmacêutico,,Solteiro
Sandra,M,32.0,Gerente,,Divorciado
Fernando,M,48.0,Gerente,,Solteiro
Leonardo,M,,Gerente,7187.02,Casado
Luana,M,,Diretor (CTO),13165.15,Viúvo
Ricardo,M,32.0,Médico,,Casado
Daniel,F,23.0,Analista de Sistemas,,Casado
Ana,F,,Gerente de TI,18216.83,Casado
Ana,M,,Diretor Executivo (CEO),17273.3,Viúvo
Anderson,M,22.0,Veterinário,,Casado
Bruna,M,38.0,Diretor Executivo (CEO),,Divorciado
Aline,M,24.0,Diretor Executivo (CEO),,Divorciado
Jose,M,31.0,Gerente de Vendas,,Viúvo
Juliana,M,,Arquiteto,3017.64,Divorciado
Juliana,F,,Médico,8336.62,Casado
Francisco,M,45.0,Programador,,Viúvo
Joao,F,48.0,Diretor Executivo (CEO),,Viúvo
Ana,M,,Gerente de TI,10106.21,Divorciado
Antonio,F,43.0,Gerente,,Solteiro
Beatriz,M,31.0,Diretor Executivo (CEO),,Casado
Juliana,F,38.0,Consultor,,Viúvo
Antonio,M,,Gerente de TI,4538.78,Divorciado
Anderson,F,23.0,Advogado,,Solteiro
Renata,M,,Diretor (CTO),15626.69,Viúvo
Felipe,M,65.0,Analista de Sistemas,,Divorciado
Juliana,M,60.0,Dentista,,Casado
Rafael,F,,Médico,8280.04,Casado
Gabriela,M,39.0,Gerente,,Casado
Diego,F,39.0,Analista de Sistemas,,Casado
Gabriela,M,20.0,Arquiteto,,Viúvo
Jessica,M,54.0,Farmacêutico,,Viúvo
Bruna,M,,Diretor (CTO),22099.2,Divorciado
Rafael,F,44.0,Diretor Executivo (CEO),,Solteiro
Francisca,F,63.0,Engenheiro,,Casado
Luana,F,,Dentista,15512.8,Viúvo
Leandro,F,,Farmacêutico,6891.02,Solteiro
Bruno,F,36.0,Gerente,,Viúvo
Lucas,F,58.0,Médico,,Divorciado
Gabriela,F,,Gerente de Vendas,20109.87,Casado
Rodrigo,F,53.0,Médico,,Casado
Ana Paula,F,49.0,Analista de Sistemas,,Divorciado
Fatima,M,35.0,Diretor Executivo (CEO),,Solteiro
Guilherme,M,63.0,Médico,,Casado
Eliane,M,,Diretor (CTO),13885.68,Casado
Paula,F,41.0,Arquiteto,,Solteiro
Francisco,F,49.0,Farmacêutico,,Viúvo
Anderson,F,46.0,Advogado,,Divorciado
Leandro,M,,Piloto,20272.9,Divorciado
Sandra,F,43.0,Programador,,Casado
Rafael,M,60.0,Gerente,,Casado
Carlos,F,,Engenheiro de Petróleo,3735.45,Casado
Fernando,F,45.0,Diretor Executivo (CEO),,Solteiro
Raquel,F,,Gerente de TI,3286.37,Solteiro
Jose,M,64.0,Diretor (CTO),,Solteiro
Paula,F,29.0,Advogado,,Viúvo
Juliana,M,,Gerente,9357.66,Solteiro
Rodrigo,M,50.0,Médico,,Casado
João,M,21.0,Programador,,Divorciado
Beatriz,F,,Dentista,10341.84,Viúvo
Fernando,F,,Veterinário,17498.01,Casado
Diego,F,,Veterinário,3805.22,Casado
Claudia,F,,Gerente de TI,5125.87,Divorciado
Pedro,M,40.0,Gerente,,Casado
Jessica,F,,Diretor (CTO),13299.73,Viúvo
Fabiana,F,,Médico,20961.83,Viúvo
Guilherme,F,,Advogado,22301.29,Viúvo
Luana,F,29.0,Engenheiro de Petróleo,,Viúvo
Renata,M,49.0,Advogado,,Solteiro
Luana,F,,Diretor (CTO),4227.87,Solteiro
João,F,,Veterinário,11546.21,Viúvo
Daniel,M,23.0,Piloto,,Casado
Marcia,F,,Arquiteto,12761.03,Viúvo
Patricia,F,23.0,Gerente,,Viúvo
Aline,F,32.0,Gerente de Vendas,,Viúvo
Eliane,M,,Dentista,5147.84,Solteiro
Fernanda,M,,Piloto,15684.74,Casado
Beatriz,M,,Gerente,15698.51,Solteiro
Jose,M,41.0,Gerente de Vendas,,Divorciado
Rafael,M,21.0,Advogado,,Viúvo
Renata,F,20.0,Engenheiro,,Divorciado
Guilherme,F,43.0,Engenheiro,,Viúvo
Fernanda,M,,Analista de Sistemas,18738.23,Viúvo
Rafael,F,46.0,Gerente,,Divorciado
Amanda,M,,Consultor,21854.73,Divorciado
José,M,,Diretor (CTO),13575.21,Divorciado
Marcia,F,,Engenheiro de Petróleo,12101.13,Viúvo
Marcia,F,50.0,Gerente,,Solteiro
Guilherme,M,33.0,Gerente,,Viúvo
Luana,M,,Arquiteto,16320.43,Solteiro
Luiz,F,26.0,Consultor,,Solteiro
Leandro,F,26.0,Médico,,Viúvo
Gustavo,M,,Diretor Executivo (CEO),15295.99,Casado
Gabriela,F,43.0,Gerente de Vendas,,Viúvo
Adriana,F,33.0,Engenheiro de Petróleo,,Divorciado
Bruno,M,,Engenheiro,3176.21,Solteiro
Paula,F,,Diretor Executivo (CEO),7133.69,Solteiro
Sandra,F,42.0,Farmacêutico,,Viúvo
Leandro,F,,Consultor,15031.27,Viúvo
Francisco,F,,Engenheiro,,Casado
Patricia,M,62.0,Gerente de TI,,Viúvo
Gustavo,M,33.0,Consultor,,Casado
Felipe,M,51.0,Gerente,,Divorciado
Paula,M,36.0,Cientista de Dados,,Divorciado
Fernanda,F,,Gerente,11585.47,Casado
Marcos,M,,Piloto,19665.84,Divorciado
Luana,F,,Consultor,22302.73,Casado
Fatima,F,43.0,Gerente de Vendas,,Divorciado
Gabriela,F,54.0,Veterinário,,Casado
Claudia,M,,Advogado,12281.74,Solteiro
Fatima,M,,Engenheiro,9370.37,Casado
Marcos,M,57.0,Consultor,,Divorciado
Aline,M,,Consultor,14039.23,Divorciado
Daniel,M,32.0,Piloto,,Casado
Eliane,F,,Gerente de TI,20030.18,Solteiro
Joao,M,,Consultor,7968.89,Divorciado
Fabiana,M,,Gerente,3029.68,Divorciado
Aline,M,21.0,Veterinário,,Casado
José,M,28.0,Médico,,Casado
Sandra,F,,Diretor (CTO),7890.72,Solteiro
Eliane,M,20.0,Cientista de Dados,,Casado
Felipe,M,,Diretor (CTO),18655.92,Casado
Patricia,F,33.0,Gerente de Vendas,,Casado
Joao,F,,Diretor Executivo (CEO),14168.0,Casado
Adriana,M,,Arquiteto,7416.58,Solteiro
Raquel,M,,Gerente de Vendas,21911.67,Viúvo
Paulo,M,,Engenheiro de Petróleo,11069.54,Solteiro
Anderson,M,,Gerente de TI,11163.1,Viúvo
Patricia,M,22.0,Analista de Sistemas,,Casado
Gabriel,M,,Cientista de Dados,17184.9,Solteiro
Ana,F,,Diretor Executivo (CEO),3574.24,Divorciado
Guilherme,M,,Consultor,18671.47,Viúvo
Marcelo,M,,Programador,18375.73,Solteiro
Juliana,M,,Piloto,7359.43,Divorciado
Fabiana,F,,Piloto,15387.46,Viúvo
Luana,F,18.0,Advogado,,Viúvo
Paula,F,19.0,Gerente de Vendas,,Viúvo
Fernanda,F,,Arquiteto,21486.37,Divorciado
Camila,F,31.0,Gerente,,Divorciado
Luciana,F,42.0,Diretor (CTO),,Viúvo
Paulo,M,53.0,Engenheiro de Petróleo,,Casado
Matheus,M,57.0,Advogado,,Casado
Lucas,F,52.0,Diretor Executivo (CEO),,Casado
Pedro,M,39.0,Médico,,Viúvo
Daniel,M,,Consultor,17200.38,Solteiro
Luiz,F,,Gerente de TI,21411.36,Casado
Anderson,M,23.0,Farmacêutico,,Divorciado
Matheus,F,,Gerente,10955.5,Viúvo
Daniel,M,,Gerente de Vendas,5246.14,Divorciado
Adriana,M,,Gerente,17497.89,Viúvo
Claudia,F,54.0,Gerente de TI,,Casado
Adriana,M,,Engenheiro de Petróleo,7254.75,Divorciado
Adriana,F,41.0,Advogado,,Solteiro
Larissa,M,54.0,Veterinário,,Casado
Gabriel,F,48.0,Farmacêutico,,Divorciado
Maria,M,,Veterinário,14625.22,Casado
Amanda,F,19.0,Médico,,Divorciado
Rafael,M,45.0,Programador,,Viúvo
Luciana,M,41.0,Arquiteto,,Solteiro
Daniel,F,,Médico,9545.72,Viúvo
Paula,F,37.0,Engenheiro,,Casado
Marcia,M,64.0,Diretor Executivo (CEO),,Casado
Eliane,M,59.0,Arquiteto,,Divorciado
Amanda,F,21.0,Piloto,,Casado
Leonardo,F,,Diretor Executivo (CEO),22200.1,Viúvo
Renata,F,,Médico,6421.69,Casado
Luiz,F,48.0,Programador,,Solteiro
Camila,M,19.0,Consultor,,Viúvo
Matheus,M,33.0,Médico,,Casado
Lucas,M,43.0,Médico,,Casado
Marcos,F,52.0,Diretor (CTO),,Divorciado
Leonardo,M,,Gerente de Vendas,15138.93,Casado
Vanessa,F,,Advogado,12233.48,Viúvo
Bruno,M,,Consultor,12147.73,Casado
Carlos,F,28.0,Médico,,Viúvo
Beatriz,F,54.0,Farmacêutico,,Solteiro
José,M,36.0,Arquiteto,,Casado
Fatima,F,59.0,Piloto,,Viúvo
Gustavo,F,,Gerente,15730.07,Viúvo
Jose,F,,Farmacêutico,11764.31,Solteiro
Mariana,M,,Analista de Sistemas,5286.95,Viúvo
Fernanda,F,41.0,Médico,,Solteiro
Eliane,M,,Analista de Sistemas,18791.89,Viúvo
Patricia,F,,Diretor (CTO),21694.34,Solteiro
Vanessa,F,23.0,Engenheiro,,Solteiro
Camila,F,59.0,Gerente,,Casado
Vanessa,F,,Gerente,4033.93,Solteiro
Sandra,F,41.0,Engenheiro,,Solteiro
Leandro,M,,Piloto,14878.51,Casado
Carla,M,,Diretor (CTO),13343.7,Viúvo
Ricardo,F,,Engenheiro de Petróleo,8167.35,Viúvo
Renata,F,,Gerente,10179.2,Divorciado
Gabriel,F,,Diretor Executivo (CEO),12452.34,Casado
Leandro,F,42.0,Analista de Sistemas,,Viúvo
Rodrigo,M,60.0,Consultor,,Divorciado
Vanessa,F,,Gerente de TI,9015.48,Viúvo
Fatima,M,,Gerente de Vendas,14969.28,Viúvo
Rafael,M,44.0,Dentista,,Solteiro
Rafael,F,58.0,Farmacêutico,,Viúvo
Rodrigo,F,27.0,Arquiteto,,Solteiro
Raquel,M,57.0,Analista de Sistemas,,Divorciado
João,M,32.0,Diretor Executivo (CEO),,Viúvo
Renata,F,50.0,Cientista de Dados,,Viúvo
Fernanda,M,45.0,Médico,,Solteiro
Gustavo,M,,Arquiteto,15918.34,Solteiro
Anderson,M,,Gerente,14080.58,Casado
Aline,F,53.0,Médico,,Divorciado
Jose,F,26.0,Farmacêutico,,Divorciado
Jose,F,,Gerente de TI,5923.98,Divorciado
Ana,M,,Consultor,10592.2,Solteiro
Luana,M,53.0,Arquiteto,,Casado
Fatima,F,22.0,Programador,,Solteiro
Eliane,M,,Analista de Sistemas,15589.17,Divorciado
Antonio,F,,Médico,13441.32,Solteiro
Mariana,F,,Gerente,10418.11,Divorciado
Jessica,M,,Farmacêutico,20810.67,Solteiro
Juliana,F,,Gerente,9400.56,Solteiro
Fernando,F,34.0,Diretor Executivo (CEO),,Viúvo
Claudia,M,60.0,Farmacêutico,,Solteiro
Carlos,F,30.0,Gerente de Vendas,,Viúvo
Renata,M,,Gerente de Vendas,19046.84,Divorciado
Fernanda,F,,Gerente,6494.5,Solteiro
Francisco,M,,Programador,9204.83,Divorciado
Daniel,F,,Gerente,11915.88,Casado
Diego,M,30.0,Arquiteto,,Casado
José,M,50.0,Veterinário,,Viúvo
Luciana,F,,Consultor,6096.57,Viúvo
Francisca,M,,Diretor (CTO),8539.5,Viúvo
Luana,F,,Engenheiro de Petróleo,22539.74,Solteiro
Jose,F,,Engenheiro de Petróleo,14554.53,Solteiro
Pedro,F,26.0,Gerente,,Solteiro
Eduardo,F,26.0,Médico,,Solteiro
Gabriela,M,37.0,Piloto,,Solteiro
Francisco,F,,Programador,8537.08,Casado
Aline,M,41.0,Gerente,,Casado
Sandra,M,24.0,Consultor,,Solteiro
Carla,M,,Gerente de TI,22787.66,Casado
Larissa,F,35.0,Consultor,,Divorciado
Eduardo,M,18.0,Diretor (CTO),,Viúvo
Raquel,F,36.0,Diretor Executivo (CEO),,Divorciado
Leandro,M,,Programador,15588.28,Viúvo
Gabriel,F,29.0,Arquiteto,,Divorciado
Gustavo,M,,Programador,6984.7,Viúvo
Antonio,F,42.0,Gerente,,Viúvo
Fernando,F,,Farmacêutico,20763.58,Solteiro
Carlos,M,,Diretor Executivo (CEO),7264.98,Viúvo
Ana,F,42.0,Diretor Executivo (CEO),,Solteiro
Ana,M,,Analista de Sistemas,19516.21,Solteiro
Beatriz,F,36.0,Arquiteto,,Solteiro
Lucas,M,31.0,Arquiteto,,Solteiro
Aline,M,32.0,Farmacêutico,,Divorciado
Beatriz,M,50.0,Gerente de Vendas,,Divorciado
Patricia,M,65.0,Gerente de TI,,Viúvo
Felipe,F,,Engenheiro,6314.2,Divorciado
Rafael,M,,Cientista de Dados,12889.66,Casado
Gabriela,F,20.0,Consultor,,Divorciado
Juliana,F,23.0,Gerente,,Viúvo
Beatriz,M,56.0,Advogado,,Casado
Marcia,M,50.0,Gerente de Vendas,,Viúvo
Fernanda,F,59.0,Consultor,,Divorciado
Adriana,F,30.0,Cientista de Dados,,Viúvo
Pedro,F,20.0,Diretor Executivo (CEO),,Solteiro
Marcos,M,23.0,Dentista,,Divorciado
Claudia,F,51.0,Programador,,Viúvo
Mariana,M,32.0,Dentista,,Viúvo
Vanessa,M,43.0,Piloto,,Casado
Raquel,M,22.0,Gerente,,Casado
Luciana,M,,Engenheiro,7841.16,Casado
Maria,M,36.0,Programador,,Viúvo
Eliane,M,20.0,Arquiteto,,Solteiro
Gabriela,M,,Piloto,15169.41,Viúvo
Fernando,M,26.0,Veterinário,,Casado
Francisca,F,,Arquiteto,4291.67,Viúvo
Ana,M,,Arquiteto,18798.09,Viúvo
Fatima,F,,Analista de Sistemas,14327.97,Divorciado
Carlos,F,29.0,Dentista,,Casado
Bruno,M,42.0,Gerente de TI,,Solteiro
Mariana,F,45.0,Engenheiro,,Solteiro
Marcia,F,,Analista de Sistemas,17274.27,Solteiro
Luciana,F,,Farmacêutico,16366.66,Solteiro
Fernanda,F,,Gerente,18646.49,Casado
Marcia,M,33.0,Veterinário,,Solteiro
Luiz,F,34.0,Advogado,,Casado
Leonardo,F,,Veterinário,16536.02,Casado
Patricia,M,52.0,Gerente,,Casado
Francisca,M,,Cientista de Dados,22629.1,Viúvo
Rodrigo,F,53.0,Consultor,,Casado
Rodrigo,M,45.0,Farmacêutico,,Casado
Aline,M,,Analista de Sistemas,9886.83,Viúvo
Ana,M,33.0,Piloto,,Viúvo
Fabiana,F,,Gerente de Vendas,8054.83,Solteiro
Gabriela,F,24.0,Gerente,,Divorciado
Carlos,M,,Engenheiro,11404.95,Solteiro
Ricardo,F,,Gerente,9647.25,Divorciado
Rafael,M,,Gerente,12224.19,Divorciado
Ana Paula,F,49.0,Gerente de Vendas,,Casado
Jose,F,37.0,Gerente,,Divorciado
Adriana,F,,Consultor,5623.4,Casado
Renata,M,64.0,Diretor Executivo (CEO),,Casado
Beatriz,M,29.0,Diretor (CTO),,Solteiro
Ana Paula,F,27.0,Gerente,,Divorciado
Ricardo,F,,Analista de Sistemas,12831.52,Solteiro
Leonardo,F,49.0,Engenheiro de Petróleo,,Solteiro
Guilherme,M,60.0,Diretor (CTO),,Solteiro
Leandro,F,,Gerente,20494.59,Solteiro
Daniel,F,,Farmacêutico,12208.2,Viúvo
Camila,F,,Advogado,5880.37,Viúvo
Francisca,F,,Analista de Sistemas,14286.41,Viúvo
Paulo,F,,Consultor,4433.49,Divorciado
Ana,F,57.0,Gerente,,Divorciado
Raquel,M,,Diretor (CTO),15463.9,Solteiro
Francisca,F,53.0,Advogado,,Viúvo
Jessica,F,,Diretor Executivo (CEO),13217.61,Casado
Jose,F,,Gerente,21689.33,Solteiro
Bruno,M,,Piloto,7138.16,Divorciado
Fabiana,M,,Engenheiro,7088.27,Viúvo
Francisco,F,,Engenheiro,19712.79,Casado
Diego,F,57.0,Consultor,,Viúvo
Anderson,F,44.0,Engenheiro,,Solteiro
Luana,F,61.0,Analista de Sistemas,,Casado
Bruna,M,,Diretor Executivo (CEO),4371.96,Divorciado
Claudia,M,,Diretor Executivo (CEO),17417.69,Viúvo
Aline,M,51.0,Dentista,,Solteiro
Matheus,F,41.0,Gerente de TI,,Viúvo
João,M,,Farmacêutico,13819.33,Viúvo
Francisca,F,40.0,Diretor (CTO),,Casado
Diego,M,65.0,Gerente,,Divorciado
Claudia,F,21.0,Engenheiro,,Divorciado
Thiago,M,,Cientista de Dados,14715.12,Viúvo
Paulo,F,29.0,Médico,,Casado
Marcos,M,,Médico,22309.31,Divorciado
Ana,F,,Piloto,21201.11,Divorciado
Adriana,M,,Piloto,18394.64,Solteiro
Amanda,F,29.0,Dentista,,Solteiro
Adriana,F,,Gerente de TI,7180.26,Casado
Leonardo,M,,Engenheiro de Petróleo,12689.87,Divorciado
Eduardo,F,,Advogado,7309.51,Divorciado
Pedro,M,,Dentista,12923.49,Casado
Guilherme,F,,Consultor,6682.34,Divorciado
Matheus,F,,Farmacêutico,18521.43,Casado
Gabriel,M,,Farmacêutico,21403.12,Solteiro
Joao,M,30.0,Diretor (CTO),,Solteiro
Adriana,F,44.0,Engenheiro,,Divorciado
Felipe,M,39.0,Gerente,,Divorciado
Camila,M,,Veterinário,11972.93,Divorciado
Fabiana,F,,Gerente,7880.55,Viúvo
Renata,M,,Analista de Sistemas,4029.03,Casado
Felipe,M,,Dentista,9165.61,Viúvo
Ana Paula,M,,Advogado,16724.09,Viúvo
Patricia,F,,Gerente,15168.91,Solteiro
Adriana,M,45.0,Médico,,Viúvo
Fatima,F,,Gerente de TI,19614.29,Solteiro
Gabriel,F,,Médico,17405.79,Divorciado
João,F,,Arquiteto,10728.41,Viúvo
Renata,F,,Consultor,6407.01,Solteiro
Diego,F,,Advogado,6764.16,Solteiro
Fabiana,F,34.0,Farmacêutico,,Viúvo
Adriana,F,52.0,Programador,,Casado
Gustavo,M,60.0,Gerente de TI,,Solteiro
Gabriel,M,,Programador,22371.34,Casado
Felipe,M,29.0,Gerente,,Viúvo
Carlos,F,,Gerente de TI,18656.29,Divorciado
Francisca,F,21.0,Cientista de Dados,,Viúvo
Ricardo,M,18.0,Farmacêutico,,Viúvo
Daniel,M,,Dentista,18687.73,Solteiro
Daniel,F,64.0,Cientista de Dados,,Casado
Juliana,M,,Diretor (CTO),11127.37,Solteiro
Camila,F,62.0,Gerente,,Solteiro
Maria,F,53.0,Cientista de Dados,,Divorciado
Ricardo,M,,Arquiteto,10165.1,Viúvo
Bruna,F,,Diretor (CTO),16327.15,Casado
Carla,F,,Dentista,18253.6,Casado
Marcos,M,,Engenheiro de Petróleo,11542.59,Solteiro
Thiago,M,38.0,Médico,,Solteiro
Francisca,M,35.0,Arquiteto,,Viúvo
Gabriel,M,,Gerente de Vendas,9791.84,Viúvo
Adriana,F,62.0,Médico,,Solteiro
Mariana,F,43.0,Gerente,,Viúvo
Carla,M,,Cientista de Dados,21596.87,Casado
Gustavo,F,25.0,Consultor,,Solteiro
Beatriz,F,21.0,Consultor,,Divorciado
Juliana,F,32.0,Advogado,,Divorciado
Renata,F,,Diretor (CTO),8516.6,Solteiro
Fernando,F,25.0,Gerente de Vendas,,Viúvo
José,F,64.0,Dentista,,Solteiro
Diego,F,46.0,Cientista de Dados,,Divorciado
Fabiana,F,29.0,Cientista de Dados,,Divorciado
Beatriz,F,,Dentista,4441.22,Solteiro
